,spot_x,spot_y,cell_count,Endothelium_percentage,Atrial cardiomyocytes_percentage,Cardiomyocytes_percentage,Epicardium_percentage,Fibroblast_percentage,Schwan progenitors_percentage,Smooth muscle cells_percentage,Ventricular cardiomyocytes_percentage,Cell_Num,New_X,New_Y
133,855.0186294419218,1027.8666666666666,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,133,34.0,40.0
134,1172.5612774962162,1027.8666666666666,10,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,134,52.0,40.0
135,1490.1039255505104,1027.8666666666666,6,50.0,33.33333333333333,0.0,0.0,16.666666666666664,0.0,0.0,0.0,135,69.0,40.0
136,1807.6465736048046,1027.8666666666666,9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,136,86.0,40.0
137,2125.189221659099,1027.8666666666666,6,0.0,66.66666666666666,0.0,33.33333333333333,0.0,0.0,0.0,0.0,137,103.0,40.0
138,2442.7318697133933,1027.8666666666666,12,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,138,121.0,40.0
139,2760.2745177676875,1027.8666666666666,10,0.0,50.0,0.0,30.0,10.0,0.0,10.0,0.0,139,138.0,40.0
140,3077.8171658219817,1027.8666666666666,15,0.0,93.33333333333333,6.666666666666667,0.0,0.0,0.0,0.0,0.0,140,155.0,40.0
141,3395.359813876276,1027.8666666666666,14,0.0,14.285714285714285,0.0,57.14285714285714,28.57142857142857,0.0,0.0,0.0,141,173.0,40.0
142,3712.90246193057,1027.8666666666666,4,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,142,190.0,40.0
143,4030.4451099848648,1027.8666666666666,17,0.0,41.17647058823529,0.0,41.17647058823529,17.647058823529413,0.0,0.0,0.0,143,207.0,40.0
144,4347.9877580391585,1027.8666666666666,13,7.6923076923076925,84.61538461538461,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,144,225.0,40.0
145,4665.530406093453,1027.8666666666666,15,13.333333333333334,73.33333333333333,0.0,0.0,13.333333333333334,0.0,0.0,0.0,145,242.0,40.0
146,4983.073054147747,1027.8666666666666,15,6.666666666666667,93.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,146,259.0,40.0
147,5300.615702202042,1027.8666666666666,19,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,147,277.0,40.0
148,5618.158350256336,1027.8666666666666,16,6.25,93.75,0.0,0.0,0.0,0.0,0.0,0.0,148,294.0,40.0
149,5935.70099831063,1027.8666666666666,11,9.090909090909092,90.9090909090909,0.0,0.0,0.0,0.0,0.0,0.0,149,311.0,40.0
150,6253.243646364925,1027.8666666666666,12,0.0,58.333333333333336,0.0,16.666666666666664,16.666666666666664,8.333333333333332,0.0,0.0,150,329.0,40.0
151,6570.786294419218,1027.8666666666666,16,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,151,346.0,40.0
152,6888.328942473513,1027.8666666666666,15,0.0,93.33333333333333,0.0,6.666666666666667,0.0,0.0,0.0,0.0,152,363.0,40.0
153,7205.871590527807,1027.8666666666666,15,0.0,86.66666666666667,0.0,0.0,0.0,13.333333333333334,0.0,0.0,153,381.0,40.0
154,7523.4142385821015,1027.8666666666666,16,6.25,50.0,0.0,12.5,25.0,0.0,6.25,0.0,154,398.0,40.0
155,7840.956886636396,1027.8666666666666,20,5.0,25.0,0.0,15.0,30.0,20.0,5.0,0.0,155,415.0,40.0
156,8158.49953469069,1027.8666666666666,12,16.666666666666664,0.0,0.0,50.0,16.666666666666664,0.0,16.666666666666664,0.0,156,433.0,40.0
